ticker,date,volume,stock_return,sp500_return,sp500_close
AAPL,2006-01-19,60724482.0,-0.041885,0.005564,1285.04
AAPL,2006-01-20,40695643.0,-0.037275,-0.018326,1261.49
AAPL,2006-01-23,37923846.0,0.020778,0.001847,1263.82
AAPL,2006-01-24,41157605.0,-0.020986,0.002405,1266.86
AAPL,2006-01-25,45632136.0,-0.024198,-0.001721,1264.68
AAPL,2006-01-26,42295174.0,-0.025202,0.007235,1273.83
AAPL,2006-01-27,34132263.0,-0.004148,0.007764,1283.72
AAPL,2006-01-30,50628023.0,0.041233,0.001153,1285.2
AAPL,2006-01-31,32711241.0,0.0068,-0.003984,1280.08
AAPL,2006-02-01,18706952.0,-0.001192,0.001859,1282.46
AAPL,2006-02-02,25311057.0,-0.04402,-0.009061,1270.84
AAPL,2006-02-03,24827164.0,-0.003509,-0.005359,1264.03
AAPL,2006-02-06,59086124.0,-0.063287,0.000783,1265.02
AAPL,2006-02-07,49773404.0,0.004458,-0.008095,1254.78
AAPL,2006-02-08,34123631.0,0.017899,0.008663,1265.65
AAPL,2006-02-09,41118475.0,-0.056097,-0.001478,1263.78
AAPL,2006-02-10,62944380.0,0.036336,0.00254,1266.99
AAPL,2006-02-13,31678328.0,-0.038627,-0.00326,1262.86
AAPL,2006-02-14,41505941.0,0.045356,0.010033,1275.53
AAPL,2006-02-15,41466156.0,0.023283,0.003504,1280.0
AAPL,2006-02-16,34109286.0,0.019503,0.007328,1289.38
AAPL,2006-02-17,20616091.0,-0.003968,-0.00166,1287.24
AAPL,2006-02-21,27905392.0,-0.017214,-0.003271,1283.03
AAPL,2006-02-22,35240256.0,0.032426,0.007513,1292.67
AAPL,2006-02-23,30671782.0,0.006029,-0.003775,1287.79
AAPL,2006-02-24,19183205.0,-0.004042,0.001274,1289.43
AAPL,2006-02-27,28302121.0,-0.006577,0.003637,1294.12
AAPL,2006-02-28,45347206.0,-0.035216,-0.010401,1280.66
AAPL,2006-03-01,27325381.0,0.008906,0.008261,1291.24
AAPL,2006-03-02,22440760.0,0.007381,-0.001626,1289.14
AAPL,2006-03-03,26385532.0,-0.027151,-0.001482,1287.23
AAPL,2006-03-06,32656622.0,-0.033077,-0.006968,1278.26
AAPL,2006-03-07,31365684.0,0.012676,-0.001862,1275.88
AAPL,2006-03-08,23381821.0,-0.009802,0.00203,1278.47
AAPL,2006-03-09,28608756.0,-0.026348,-0.004881,1272.23
AAPL,2006-03-10,37276844.0,-0.011575,0.007349,1281.58
AAPL,2006-03-13,30786926.0,0.039405,0.00199,1284.13
AAPL,2006-03-14,22957904.0,0.02497,0.010396,1297.48
AAPL,2006-03-15,32065429.0,-0.016191,0.00427,1303.02
AAPL,2006-03-16,26817190.0,-0.02899,0.001773,1305.33
AAPL,2006-03-17,29080426.0,0.005442,0.001471,1307.25
AAPL,2006-03-20,21659511.0,-0.010362,-0.00166,1305.08
AAPL,2006-03-21,48106064.0,-0.034068,-0.006015,1297.23
AAPL,2006-03-22,48152990.0,-0.002265,0.006021,1305.04
AAPL,2006-03-23,51115762.0,-0.024485,-0.002582,1301.67
AAPL,2006-03-24,38345254.0,-0.003324,0.000983,1302.95
AAPL,2006-03-27,39614502.0,-0.007505,-0.001028,1301.61
AAPL,2006-03-28,49071408.0,-0.013443,-0.006438,1293.23
AAPL,2006-03-29,83947613.0,0.061659,0.00747,1302.89
AAPL,2006-03-30,49730926.0,0.006738,-0.002026,1300.25
AAPL,2006-03-31,29251306.0,-0.000478,-0.004168,1294.83
AAPL,2006-04-03,29190343.0,-0.001116,0.002301,1297.81
AAPL,2006-04-04,33320095.0,-0.023623,0.006257,1305.93
AAPL,2006-04-05,79992076.0,0.098741,0.004311,1311.56
AAPL,2006-04-06,95201105.0,0.059961,-0.001921,1309.04
AAPL,2006-04-07,55250697.0,-0.020354,-0.010343,1295.5
AAPL,2006-04-10,32318216.0,-0.016048,0.000849,1296.6
AAPL,2006-04-11,33567898.0,-0.009902,-0.007736,1286.57
AAPL,2006-04-12,26490248.0,-0.018826,0.001205,1288.12
AAPL,2006-04-13,26409294.0,-0.003613,0.000776,1289.12
AAPL,2006-04-17,25818076.0,-0.024944,-0.00294,1285.33
AAPL,2006-04-18,28426162.0,0.02174,0.017365,1307.65
AAPL,2006-04-19,39232491.0,-0.008608,0.001744,1309.93
AAPL,2006-04-20,59592071.0,0.03016,0.001168,1311.46
AAPL,2006-04-21,28216798.0,-0.008724,-0.000137,1311.28
AAPL,2006-04-24,25270847.0,-0.019242,-0.002417,1308.11
AAPL,2006-04-25,18903189.0,0.006388,-0.00487,1301.74
AAPL,2006-04-26,25426243.0,0.029923,0.002819,1305.41
AAPL,2006-04-27,30252919.0,0.017755,0.003302,1309.72
AAPL,2006-04-28,27271949.0,0.01485,0.00068,1310.61
AAPL,2006-05-01,26875673.0,-0.011223,-0.004135,1305.19
AAPL,2006-05-02,27587968.0,0.029023,0.006145,1313.21
AAPL,2006-05-03,24554624.0,-0.006702,-0.004082,1307.85
AAPL,2006-05-04,30865392.0,-0.000141,0.003364,1312.25
AAPL,2006-05-05,20145167.0,0.010685,0.010295,1325.76
AAPL,2006-05-08,21272818.0,0.0,-0.00083,1324.66
AAPL,2006-05-09,18993588.0,-0.011963,0.000362,1325.14
AAPL,2006-05-10,16710207.0,-0.006054,-0.001728,1322.85
AAPL,2006-05-11,29045382.0,-0.034703,-0.012798,1305.92
AAPL,2006-05-12,22946253.0,-0.006603,-0.011241,1291.24
AAPL,2006-05-15,18930551.0,0.001329,0.002525,1294.5
AAPL,2006-05-16,33500460.0,-0.041452,-0.001869,1292.08
AAPL,2006-05-17,27067056.0,0.004309,-0.016841,1270.32
AAPL,2006-05-18,23703455.0,-0.031873,-0.006699,1261.81
AAPL,2006-05-19,35232577.0,0.021051,0.004137,1267.03
AAPL,2006-05-22,25796741.0,-0.017517,-0.003915,1262.07
AAPL,2006-05-23,24842876.0,-0.003629,-0.00435,1256.58
AAPL,2006-05-24,32735679.0,0.003009,0.001584,1258.57
AAPL,2006-05-25,16579481.0,0.01563,0.01137,1272.88
AAPL,2006-05-26,15484366.0,-0.012141,0.005719,1280.16
AAPL,2006-05-30,20149020.0,-0.036649,-0.015873,1259.84
AAPL,2006-05-31,45787984.0,-0.023685,0.008136,1270.09
AAPL,2006-06-01,33736233.0,0.040154,0.012298,1285.71
AAPL,2006-06-02,24562239.0,-0.008203,0.001952,1288.22
AAPL,2006-06-05,21695473.0,-0.026922,-0.0178,1265.29
AAPL,2006-06-06,25959560.0,-0.004617,-0.001138,1263.85
AAPL,2006-06-07,26857764.0,-0.01939,-0.006092,1256.15
AAPL,2006-06-08,49966132.0,0.03748,0.001417,1257.93
AAPL,2006-06-09,27719466.0,-0.025016,-0.004476,1252.3
AAPL,2006-06-12,25780132.0,-0.037812,-0.012697,1236.4
AAPL,2006-06-13,38674058.0,0.023333,-0.01028,1223.69
AAPL,2006-06-14,31408068.0,-0.012344,0.005189,1230.04
AAPL,2006-06-15,42529380.0,0.030724,0.021235,1256.16
AAPL,2006-06-16,30026633.0,-0.03065,-0.003678,1251.54
AAPL,2006-06-19,25794620.0,-0.006254,-0.009109,1240.14
AAPL,2006-06-20,24077358.0,0.00472,-1.6e-05,1240.12
AAPL,2006-06-21,30921613.0,0.006786,0.009741,1252.2
AAPL,2006-06-22,34584855.0,0.029727,-0.005271,1245.6
AAPL,2006-06-23,23579437.0,-0.012588,-0.000883,1244.5
AAPL,2006-06-26,16707761.0,0.00272,0.004869,1250.56
AAPL,2006-06-27,19853553.0,-0.026445,-0.009084,1239.2
AAPL,2006-06-28,30431363.0,-0.024552,0.005487,1246.0
AAPL,2006-06-29,31322655.0,0.05266,0.021565,1272.87
AAPL,2006-06-30,26513879.0,-0.028828,-0.002098,1270.2
AAPL,2006-07-03,6966605.0,0.011874,0.007865,1280.19
AAPL,2006-07-05,18556961.0,-0.016368,-0.007249,1270.91
AAPL,2006-07-06,22669745.0,-0.021605,0.002494,1274.08
AAPL,2006-07-07,28571736.0,-0.006634,-0.00675,1265.48
AAPL,2006-07-10,19000675.0,-0.00722,0.00147,1267.34
AAPL,2006-07-11,29503793.0,0.011818,0.004087,1272.52
AAPL,2006-07-12,33142130.0,-0.048338,-0.010939,1258.6
AAPL,2006-07-13,44683288.0,-0.013406,-0.012959,1242.29
AAPL,2006-07-14,35520093.0,-0.030239,-0.004902,1236.2
AAPL,2006-07-17,36600891.0,0.03355,-0.001383,1234.49
AAPL,2006-07-18,35804149.0,0.01012,0.00192,1236.86
AAPL,2006-07-19,50278827.0,0.022684,0.018555,1259.81
AAPL,2006-07-20,70582838.0,0.118299,-0.008477,1249.13
AAPL,2006-07-21,31886324.0,0.003636,-0.007077,1240.29
AAPL,2006-07-24,25831279.0,0.011528,0.016625,1260.91
AAPL,2006-07-25,21111178.0,0.008271,0.006321,1268.88
AAPL,2006-07-26,32095807.0,0.031359,-0.000378,1268.4
AAPL,2006-07-27,26281258.0,-0.007359,-0.0041,1263.2
AAPL,2006-07-28,24718247.0,0.034543,0.012152,1278.55
AAPL,2006-07-31,31952277.0,0.036134,-0.001478,1276.66
AAPL,2006-08-01,25432586.0,-0.011477,-0.004496,1270.92
AAPL,2006-08-02,19679518.0,0.014588,0.006004,1278.55
AAPL,2006-08-03,30464923.0,0.02098,0.001345,1280.27
AAPL,2006-08-04,66225730.0,-0.018537,-0.000711,1279.36
AAPL,2006-08-07,44869541.0,-0.015959,-0.002806,1275.77
AAPL,2006-08-08,35665593.0,-0.036155,-0.003363,1271.48
AAPL,2006-08-09,34166544.0,-0.01837,-0.004349,1265.95
AAPL,2006-08-10,24937152.0,0.007548,0.004629,1271.81
AAPL,2006-08-11,27803603.0,-0.006555,-0.003986,1266.74
AAPL,2006-08-14,25664756.0,0.004556,0.00116,1268.21
AAPL,2006-08-15,30805594.0,0.039256,0.013696,1285.58
AAPL,2006-08-16,27937521.0,0.023025,0.007662,1295.43
AAPL,2006-08-17,20770731.0,-0.005737,0.001582,1297.48
AAPL,2006-08-18,19180735.0,0.004735,0.003715,1302.3
AAPL,2006-08-21,18820727.0,-0.019879,-0.00367,1297.52
AAPL,2006-08-22,20633720.0,0.015926,0.001002,1298.82
AAPL,2006-08-23,19162912.0,-0.004585,-0.004489,1292.99
AAPL,2006-08-24,23443383.0,0.007428,0.002374,1296.06
AAPL,2006-08-25,19460549.0,0.013862,-0.000748,1295.09
AAPL,2006-08-28,26491779.0,-0.025745,0.005166,1301.78
AAPL,2006-08-29,33853184.0,-0.007465,0.00192,1304.28
AAPL,2006-08-30,24328823.0,0.00722,-8e-06,1304.27
AAPL,2006-08-31,20604380.0,0.013292,-0.000345,1303.82
AAPL,2006-09-01,14605742.0,0.007811,0.005515,1311.01
AAPL,2006-09-05,36213822.0,0.045335,0.001709,1313.25
AAPL,2006-09-06,34858452.0,-0.020285,-0.009891,1300.26
AAPL,2006-09-07,45346271.0,0.039555,-0.004799,1294.02
AAPL,2006-09-08,32031115.0,-0.003846,0.003787,1298.92
AAPL,2006-09-11,33920481.0,-0.000276,0.000477,1299.54
AAPL,2006-09-12,60238623.0,0.001793,0.010442,1313.11
AAPL,2006-09-13,40981156.0,0.021616,0.003777,1318.07
AAPL,2006-09-14,28661907.0,-0.000404,-0.001358,1316.28
AAPL,2006-09-15,35205625.0,-0.000944,0.002727,1319.87
AAPL,2006-09-18,25267093.0,-0.002834,0.000993,1321.18
AAPL,2006-09-19,25439717.0,-0.001624,-0.002172,1318.31
AAPL,2006-09-20,29624215.0,0.020198,0.005211,1325.18
AAPL,2006-09-21,28382156.0,-0.008105,-0.005395,1318.03
AAPL,2006-09-22,23778216.0,-0.022103,-0.002466,1314.78
AAPL,2006-09-25,30735533.0,0.037671,0.008815,1326.37
AAPL,2006-09-26,39755045.0,0.024554,0.007517,1336.34
AAPL,2006-09-27,29117409.0,-0.015462,0.000187,1336.59
AAPL,2006-09-28,25864452.0,0.007852,0.001915,1339.15
AAPL,2006-09-29,14510778.0,-0.00039,-0.002464,1335.85
AAPL,2006-10-02,25483656.0,-0.02754,-0.003391,1331.32
AAPL,2006-10-03,28289449.0,-0.010419,0.002096,1334.11
AAPL,2006-10-04,30097424.0,0.017549,0.012075,1350.22
AAPL,2006-10-05,24474924.0,-0.007296,0.002222,1353.22
AAPL,2006-10-06,16748523.0,-0.008152,-0.00269,1349.58
AAPL,2006-10-09,15675675.0,0.005524,0.0008,1350.66
AAPL,2006-10-10,19000609.0,-0.010988,0.002043,1353.42
AAPL,2006-10-11,20470089.0,-0.007858,-0.002564,1349.95
AAPL,2006-10-12,21213419.0,0.027721,0.009541,1362.83
AAPL,2006-10-13,24446256.0,-0.003189,0.002047,1365.62
AAPL,2006-10-16,18203596.0,0.005065,0.002512,1369.05
AAPL,2006-10-17,17200522.0,-0.014721,-0.003652,1364.05
AAPL,2006-10-18,41172336.0,0.003231,0.0014,1365.96
AAPL,2006-10-19,54188273.0,0.059842,0.000732,1366.96
AAPL,2006-10-20,22867795.0,0.012153,0.0012,1368.6
AAPL,2006-10-23,29831664.0,0.018887,0.006152,1377.02
AAPL,2006-10-24,16566543.0,-0.005033,0.000261,1377.38
AAPL,2006-10-25,17361636.0,0.007773,0.003514,1382.22
AAPL,2006-10-26,15496267.0,0.006244,0.004963,1389.08
AAPL,2006-10-27,21278016.0,-0.021657,-0.008452,1377.34
AAPL,2006-10-30,17404493.0,0.000124,0.000428,1377.93
AAPL,2006-10-31,17662724.0,0.008207,7e-06,1377.94
AAPL,2006-11-01,21876034.0,-0.02368,-0.007352,1367.81
AAPL,2006-11-02,16660799.0,-0.002274,-0.000344,1367.34
AAPL,2006-11-03,15438695.0,-0.008736,-0.002223,1364.3
AAPL,2006-11-06,15528755.0,0.018138,0.011346,1379.78
AAPL,2006-11-07,18909665.0,0.010036,0.002218,1382.84
AAPL,2006-11-08,24601478.0,0.024096,0.002083,1385.72
AAPL,2006-11-09,32987887.0,0.010794,-0.005333,1378.33
AAPL,2006-11-10,13497412.0,-0.00264,0.001865,1380.9
AAPL,2006-11-13,16105532.0,0.014798,0.002549,1384.42
AAPL,2006-11-14,21120121.0,0.007706,0.006356,1393.22
AAPL,2006-11-15,23523691.0,-0.011176,0.002405,1396.57
AAPL,2006-11-16,24796743.0,0.01856,0.002284,1399.76
AAPL,2006-11-17,16671410.0,0.002803,0.001029,1401.2
AAPL,2006-11-20,20415000.0,0.007222,-0.0005,1400.5
AAPL,2006-11-21,22274233.0,0.024633,0.001649,1402.81
AAPL,2006-11-22,24023231.0,0.0193,0.002338,1406.09
AAPL,2006-11-24,18574444.0,0.014616,-0.003656,1400.95
AAPL,2006-11-27,38413058.0,-0.022809,-0.013598,1381.9
AAPL,2006-11-28,37072697.0,0.025352,0.003488,1386.72
AAPL,2006-11-29,41384088.0,-0.000109,0.009202,1399.48
AAPL,2006-11-30,31151132.0,-0.001525,0.000822,1400.63
AAPL,2006-12-01,28427181.0,-0.003709,-0.002799,1396.71
AAPL,2006-12-04,25468587.0,-0.00219,0.008885,1409.12
AAPL,2006-12-05,23687018.0,0.001646,0.004002,1414.76
AAPL,2006-12-06,22816303.0,-0.015777,-0.001315,1412.9
AAPL,2006-12-07,35948777.0,-0.031059,-0.003971,1407.29
AAPL,2006-12-08,28032836.0,0.014017,0.001812,1409.84
AAPL,2006-12-11,17878086.0,0.005552,0.00227,1413.04
AAPL,2006-12-12,36971411.0,-0.029408,-0.001047,1411.56
AAPL,2006-12-13,30671315.0,0.033782,0.001169,1413.21
AAPL,2006-12-14,30169615.0,-0.005615,0.008689,1425.49
AAPL,2006-12-15,26593465.0,-0.009373,0.001122,1427.09
AAPL,2006-12-18,25803710.0,-0.02565,-0.00323,1422.48
AAPL,2006-12-19,32667043.0,0.009828,0.002158,1425.55
AAPL,2006-12-20,20329604.0,-0.017958,-0.001417,1423.53
AAPL,2006-12-21,32527364.0,-0.021944,-0.003674,1418.3
AAPL,2006-12-22,22032552.0,-0.008444,-0.005316,1410.76
AAPL,2006-12-26,17554991.0,-0.008394,0.004352,1416.9
AAPL,2006-12-27,69355453.0,0.000123,0.007015,1426.84
AAPL,2006-12-28,40685144.0,-0.007973,-0.001479,1424.73
AAPL,2006-12-29,38481874.0,0.049091,-0.004513,1418.3
AAPL,2007-01-03,44545733.0,-0.012258,-0.001199,1416.6
AAPL,2007-01-04,34097551.0,0.022196,0.001228,1418.34
AAPL,2007-01-05,29842335.0,-0.007121,-0.006085,1409.71
AAPL,2007-01-08,28490191.0,0.004938,0.00222,1412.84
AAPL,2007-01-09,119827814.0,0.08307,-0.000517,1412.11
AAPL,2007-01-10,105660143.0,0.047856,0.00194,1414.85
AAPL,2007-01-11,51550184.0,-0.012371,0.00634,1423.82
AAPL,2007-01-12,46920920.0,-0.012317,0.004853,1430.73
AAPL,2007-01-16,44489274.0,0.02621,0.000818,1431.9
AAPL,2007-01-17,60053850.0,-0.022142,-0.000894,1430.62
AAPL,2007-01-18,84566630.0,-0.061927,-0.002971,1426.37
AAPL,2007-01-19,48789206.0,-0.006399,0.002895,1430.5
AAPL,2007-01-22,52005857.0,-0.019322,-0.005278,1422.95
AAPL,2007-01-23,43198158.0,-0.012559,0.003542,1427.99
AAPL,2007-01-24,33186526.0,0.011669,0.008501,1440.13
AAPL,2007-01-25,32394129.0,-0.00519,-0.01127,1423.9
AAPL,2007-01-26,35265530.0,-0.010087,-0.001208,1422.18
AAPL,2007-01-29,32269617.0,0.006559,-0.001097,1420.62
AAPL,2007-01-30,20724817.0,-0.004538,0.005772,1428.82
AAPL,2007-01-31,30594170.0,0.002104,0.006593,1438.24
AAPL,2007-02-01,23762229.0,-0.011548,0.005354,1445.94
AAPL,2007-02-02,22234448.0,0.000118,0.001694,1448.39
AAPL,2007-02-05,20737742.0,-0.009557,-0.000967,1446.99
AAPL,2007-02-06,30942175.0,0.002502,0.000698,1448.0
AAPL,2007-02-07,38320972.0,0.023767,0.001395,1450.02
AAPL,2007-02-08,24265950.0,0.000348,-0.001179,1448.31
AAPL,2007-02-09,30756328.0,-0.033767,-0.007077,1438.06
AAPL,2007-02-12,25882055.0,0.019335,-0.003261,1433.37
AAPL,2007-02-13,20789841.0,-0.002945,0.007597,1444.26
AAPL,2007-02-14,18157443.0,0.007917,0.007644,1455.3
AAPL,2007-02-15,12997117.0,-0.001055,0.001038,1456.81
AAPL,2007-02-16,14308642.0,-0.00446,-0.000872,1455.54
AAPL,2007-02-20,22070251.0,0.012613,0.002844,1459.68
AAPL,2007-02-21,41499945.0,0.038417,-0.001404,1457.63
AAPL,2007-02-22,29981556.0,0.003475,-0.000858,1456.38
AAPL,2007-02-23,18532199.0,-0.004916,-0.003564,1451.19
AAPL,2007-02-26,22044891.0,-0.004715,-0.001254,1449.37
AAPL,2007-02-27,41004407.0,-0.053243,-0.034725,1399.04
AAPL,2007-02-28,32850000.0,0.008102,0.005561,1406.82
AAPL,2007-03-01,50568882.0,0.028956,-0.002595,1403.17
AAPL,2007-03-02,30751061.0,-0.018952,-0.011403,1387.17
AAPL,2007-03-05,29998978.0,0.010653,-0.009408,1374.12
AAPL,2007-03-06,25869393.0,0.021665,0.015494,1395.41
AAPL,2007-03-07,22511894.0,-0.005329,-0.002465,1391.97
AAPL,2007-03-08,18287614.0,0.003192,0.007127,1401.89
AAPL,2007-03-09,16185955.0,-0.000341,0.000685,1402.85
AAPL,2007-03-12,26099179.0,0.021598,0.002673,1406.6
AAPL,2007-03-13,31029326.0,-0.016357,-0.020368,1377.95
AAPL,2007-03-14,28456756.0,0.0181,0.006691,1387.17
AAPL,2007-03-15,19991357.0,-0.004778,0.003684,1392.28
AAPL,2007-03-16,20451851.0,0.000223,-0.003828,1386.95
AAPL,2007-03-19,25471557.0,0.017189,0.010894,1402.06
AAPL,2007-03-20,17484384.0,0.003841,0.006334,1410.94
AAPL,2007-03-21,24558152.0,0.026126,0.017081,1435.04
AAPL,2007-03-22,20210212.0,0.000959,-0.000348,1434.54
AAPL,2007-03-23,16134397.0,-0.004683,0.001094,1436.11
AAPL,2007-03-26,30943304.0,0.024914,0.000968,1437.5
AAPL,2007-03-27,33323115.0,-0.004069,-0.006184,1428.61
AAPL,2007-03-28,33942531.0,-0.023256,-0.007966,1417.23
AAPL,2007-03-29,25937948.0,0.00547,0.00374,1422.53
AAPL,2007-03-30,21463293.0,-0.00896,-0.001174,1420.86
AAPL,2007-04-02,17959805.0,0.007965,0.002597,1424.55
AAPL,2007-04-03,20870873.0,0.009076,0.00928,1437.77
AAPL,2007-04-04,17040854.0,-0.002434,0.001113,1439.37
AAPL,2007-04-05,12705236.0,0.004349,0.00305,1443.76
AAPL,2007-04-09,14860653.0,-0.010879,0.000589,1444.61
AAPL,2007-04-10,12626844.0,0.006407,0.002617,1448.39
AAPL,2007-04-11,19633372.0,-0.017613,-0.006573,1438.87
AAPL,2007-04-12,23823641.0,-0.00432,0.006206,1447.8
AAPL,2007-04-13,25743265.0,-0.021152,0.003488,1452.85
AAPL,2007-04-16,21776607.0,0.013187,0.010751,1468.47
AAPL,2007-04-17,26870049.0,-0.011812,0.00205,1471.48
AAPL,2007-04-18,16629395.0,0.000553,0.000693,1472.5
AAPL,2007-04-19,15232608.0,-0.001438,-0.001202,1470.73
AAPL,2007-04-20,18793322.0,0.007755,0.009261,1484.35
AAPL,2007-04-23,27903253.0,0.027921,-0.002304,1480.93
AAPL,2007-04-24,37738668.0,-0.002887,-0.000351,1480.41
AAPL,2007-04-25,43838265.0,0.022608,0.010139,1495.42
AAPL,2007-04-26,62277169.0,0.036624,-0.000782,1494.25
AAPL,2007-04-27,25035295.0,0.010927,-0.00012,1494.07
AAPL,2007-04-30,22202186.0,-0.001201,-0.007831,1482.37
AAPL,2007-05-01,19024975.0,-0.003307,0.002651,1486.3
AAPL,2007-05-02,18083253.0,0.009249,0.006472,1495.92
AAPL,2007-05-03,20602706.0,0.0001,0.004325,1502.39
AAPL,2007-05-04,13653785.0,0.004084,0.00215,1505.62
AAPL,2007-05-07,30811827.0,0.03085,0.002564,1509.48
AAPL,2007-05-08,28043215.0,0.01097,-0.001166,1507.72
AAPL,2007-05-09,25699605.0,0.017323,0.003223,1512.58
AAPL,2007-05-10,42825582.0,0.004304,-0.013956,1491.47
AAPL,2007-05-11,23493059.0,0.013043,0.009641,1505.85
AAPL,2007-05-14,23315565.0,0.005702,-0.001793,1503.15
AAPL,2007-05-15,34131290.0,-0.016825,-0.001304,1501.19
AAPL,2007-05-16,40276455.0,-0.001674,0.008626,1514.14
AAPL,2007-05-17,26358332.0,0.019564,-0.000918,1512.75
AAPL,2007-05-18,22212222.0,0.0053,0.00661,1522.75
AAPL,2007-05-21,22915075.0,0.017815,0.001543,1525.1
AAPL,2007-05-22,20477392.0,0.013931,-0.000643,1524.12
AAPL,2007-05-23,32727753.0,-0.005725,-0.001207,1522.28
AAPL,2007-05-24,22612657.0,-0.019488,-0.009703,1507.51
AAPL,2007-05-25,22608017.0,0.02647,0.005453,1515.73
AAPL,2007-05-29,23095626.0,0.006425,0.00157,1518.11
AAPL,2007-05-30,52965777.0,0.038653,0.007984,1530.23
AAPL,2007-05-31,46484626.0,0.020384,0.000255,1530.62
AAPL,2007-06-01,31831198.0,-0.02303,0.003737,1536.34
AAPL,2007-06-04,31741402.0,0.024747,0.001849,1539.18
AAPL,2007-06-05,32954247.0,0.011044,-0.005347,1530.95
AAPL,2007-06-06,39795237.0,0.007907,-0.008864,1517.38
AAPL,2007-06-07,68583042.0,0.00347,-0.01757,1490.72
AAPL,2007-06-08,44438219.0,0.003393,0.01137,1507.67
AAPL,2007-06-11,67195826.0,-0.034541,0.000962,1509.12
AAPL,2007-06-12,51016822.0,0.001581,-0.010682,1493.0
AAPL,2007-06-13,61565911.0,-0.023924,0.015184,1515.67
AAPL,2007-06-14,34856681.0,0.010638,0.004816,1522.97
AAPL,2007-06-15,29013381.0,0.014737,0.006527,1532.91
AAPL,2007-06-18,32587337.0,0.038091,-0.001213,1531.05
AAPL,2007-06-19,33772721.0,-0.011432,0.001731,1533.7
AAPL,2007-06-20,32436345.0,-0.017063,-0.013601,1512.84
AAPL,2007-06-21,30994333.0,0.019334,0.00618,1522.19
AAPL,2007-06-22,22719447.0,-0.007264,-0.012896,1502.56
AAPL,2007-06-25,34516246.0,-0.005366,-0.003208,1497.74
AAPL,2007-06-26,48082630.0,-0.021988,-0.003238,1492.89
AAPL,2007-06-27,35227144.0,0.018721,0.009009,1506.34
AAPL,2007-06-28,30089640.0,-0.010911,-0.000418,1505.71
AAPL,2007-06-29,40655356.0,0.012276,-0.001567,1503.35
AAPL,2007-07-02,35591231.0,-0.006391,0.010696,1519.43
AAPL,2007-07-03,41573292.0,0.048738,0.00358,1524.87
AAPL,2007-07-05,51913827.0,0.043878,0.000348,1525.4
AAPL,2007-07-06,31246105.0,-0.00339,0.003304,1530.44
AAPL,2007-07-09,35566202.0,-0.01489,0.000921,1531.85
